"","Ehf","Irf_11","Irf_7","Maf_2","NF-kappaB_2","NF-kappaB_5","NF-Y_1","NF-Y_2","NF-Y_3","Nrf-2_2","Nrf-2_3","TCF11::MafG"
"992","","","","","","","","","ENSG00000135423","","",""
"993","","","","","","","","","ENSG00000135437","","",""
"994","","","","","","","","","ENSG00000135451","","",""
"995","","","","","","","","","ENSG00000135457","","",""
"996","","","","","","","","","ENSG00000135486","","",""
"997","","","","","","","","","ENSG00000135506","","",""
"998","","","","","","","","","ENSG00000135517","","",""
"999","","","","","","","","","ENSG00000135521","","",""
"1000","","","","","","","","","ENSG00000135547","","",""
"1001","","","","","","","","","ENSG00000135617","","",""
"1002","","","","","","","","","ENSG00000135622","","",""
"1003","","","","","","","","","ENSG00000135624","","",""
"1004","","","","","","","","","ENSG00000135636","","",""
"1005","","","","","","","","","ENSG00000135638","","",""
"1006","","","","","","","","","ENSG00000135677","","",""
"1007","","","","","","","","","ENSG00000135722","","",""
"1008","","","","","","","","","ENSG00000135736","","",""
"1009","","","","","","","","","ENSG00000135763","","",""
"1010","","","","","","","","","ENSG00000135775","","",""
"1011","","","","","","","","","ENSG00000135801","","",""
"1012","","","","","","","","","ENSG00000135821","","",""
"1013","","","","","","","","","ENSG00000135823","","",""
"1014","","","","","","","","","ENSG00000135903","","",""
"1015","","","","","","","","","ENSG00000135905","","",""
"1016","","","","","","","","","ENSG00000135916","","",""
"1017","","","","","","","","","ENSG00000135917","","",""
"1018","","","","","","","","","ENSG00000135925","","",""
"1019","","","","","","","","","ENSG00000135999","","",""
"1020","","","","","","","","","ENSG00000136108","","",""
"1021","","","","","","","","","ENSG00000136158","","",""
"1022","","","","","","","","","ENSG00000136213","","",""
"1023","","","","","","","","","ENSG00000136261","","",""
"1024","","","","","","","","","ENSG00000136267","","",""
"1025","","","","","","","","","ENSG00000136271","","",""
"1026","","","","","","","","","ENSG00000136447","","",""
"1027","","","","","","","","","ENSG00000136448","","",""
"1028","","","","","","","","","ENSG00000136485","","",""
"1029","","","","","","","","","ENSG00000136492","","",""
"1030","","","","","","","","","ENSG00000136504","","",""
"1031","","","","","","","","","ENSG00000136541","","",""
"1032","","","","","","","","","ENSG00000136630","","",""
"1033","","","","","","","","","ENSG00000136710","","",""
"1034","","","","","","","","","ENSG00000136715","","",""
"1035","","","","","","","","","ENSG00000136718","","",""
"1036","","","","","","","","","ENSG00000136819","","",""
"1037","","","","","","","","","ENSG00000136828","","",""
"1038","","","","","","","","","ENSG00000136854","","",""
"1039","","","","","","","","","ENSG00000136856","","",""
"1040","","","","","","","","","ENSG00000136870","","",""
"1041","","","","","","","","","ENSG00000136872","","",""
"1042","","","","","","","","","ENSG00000136878","","",""
"1043","","","","","","","","","ENSG00000136897","","",""
"1044","","","","","","","","","ENSG00000136943","","",""
"1045","","","","","","","","","ENSG00000137054","","",""
"1046","","","","","","","","","ENSG00000137076","","",""
"1047","","","","","","","","","ENSG00000137103","","",""
"1048","","","","","","","","","ENSG00000137133","","",""
"1049","","","","","","","","","ENSG00000137142","","",""
"1050","","","","","","","","","ENSG00000137161","","",""
"1051","","","","","","","","","ENSG00000137168","","",""
"1052","","","","","","","","","ENSG00000137259","","",""
"1053","","","","","","","","","ENSG00000137285","","",""
"1054","","","","","","","","","ENSG00000137310","","",""
"1055","","","","","","","","","ENSG00000137337","","",""
"1056","","","","","","","","","ENSG00000137413","","",""
"1057","","","","","","","","","ENSG00000137497","","",""
"1058","","","","","","","","","ENSG00000137509","","",""
"1059","","","","","","","","","ENSG00000137801","","",""
"1060","","","","","","","","","ENSG00000137807","","",""
"1061","","","","","","","","","ENSG00000137818","","",""
"1062","","","","","","","","","ENSG00000137831","","",""
"1063","","","","","","","","","ENSG00000137834","","",""
"1064","","","","","","","","","ENSG00000137860","","",""
"1065","","","","","","","","","ENSG00000137880","","",""
"1066","","","","","","","","","ENSG00000137941","","",""
"1067","","","","","","","","","ENSG00000137975","","",""
"1068","","","","","","","","","ENSG00000138032","","",""
"1069","","","","","","","","","ENSG00000138035","","",""
"1070","","","","","","","","","ENSG00000138101","","",""
"1071","","","","","","","","","ENSG00000138107","","",""
"1072","","","","","","","","","ENSG00000138162","","",""
"1073","","","","","","","","","ENSG00000138180","","",""
"1074","","","","","","","","","ENSG00000138182","","",""
"1075","","","","","","","","","ENSG00000138185","","",""
"1076","","","","","","","","","ENSG00000138207","","",""
"1077","","","","","","","","","ENSG00000138311","","",""
"1078","","","","","","","","","ENSG00000138395","","",""
"1079","","","","","","","","","ENSG00000138411","","",""
"1080","","","","","","","","","ENSG00000138640","","",""
"1081","","","","","","","","","ENSG00000138641","","",""
"1082","","","","","","","","","ENSG00000138674","","",""
"1083","","","","","","","","","ENSG00000138738","","",""
"1084","","","","","","","","","ENSG00000138755","","",""
"1085","","","","","","","","","ENSG00000138759","","",""
"1086","","","","","","","","","ENSG00000138764","","",""
"1087","","","","","","","","","ENSG00000138769","","",""
"1088","","","","","","","","","ENSG00000138771","","",""
"1089","","","","","","","","","ENSG00000138785","","",""
"1090","","","","","","","","","ENSG00000138796","","",""
"1091","","","","","","","","","ENSG00000138835","","",""
"1092","","","","","","","","","ENSG00000139083","","",""
"1093","","","","","","","","","ENSG00000139173","","",""
"1094","","","","","","","","","ENSG00000139182","","",""
"1095","","","","","","","","","ENSG00000139194","","",""
"1096","","","","","","","","","ENSG00000139211","","",""
"1097","","","","","","","","","ENSG00000139263","","",""
"1098","","","","","","","","","ENSG00000139269","","",""
"1099","","","","","","","","","ENSG00000139291","","",""
"1100","","","","","","","","","ENSG00000139318","","",""
"1101","","","","","","","","","ENSG00000139329","","",""
"1102","","","","","","","","","ENSG00000139351","","",""
"1103","","","","","","","","","ENSG00000139405","","",""
"1104","","","","","","","","","ENSG00000139428","","",""
"1105","","","","","","","","","ENSG00000139445","","",""
"1106","","","","","","","","","ENSG00000139508","","",""
"1107","","","","","","","","","ENSG00000139517","","",""
"1108","","","","","","","","","ENSG00000139546","","",""
"1109","","","","","","","","","ENSG00000139579","","",""
"1110","","","","","","","","","ENSG00000139597","","",""
"1111","","","","","","","","","ENSG00000139620","","",""
"1112","","","","","","","","","ENSG00000139625","","",""
"1113","","","","","","","","","ENSG00000139644","","",""
"1114","","","","","","","","","ENSG00000139725","","",""
"1115","","","","","","","","","ENSG00000139793","","",""
"1116","","","","","","","","","ENSG00000140105","","",""
"1117","","","","","","","","","ENSG00000140299","","",""
"1118","","","","","","","","","ENSG00000140320","","",""
"1119","","","","","","","","","ENSG00000140323","","",""
"1120","","","","","","","","","ENSG00000140332","","",""
"1121","","","","","","","","","ENSG00000140350","","",""
"1122","","","","","","","","","ENSG00000140382","","",""
"1123","","","","","","","","","ENSG00000140391","","",""
"1124","","","","","","","","","ENSG00000140396","","",""
"1125","","","","","","","","","ENSG00000140450","","",""
"1126","","","","","","","","","ENSG00000140471","","",""
"1127","","","","","","","","","ENSG00000140488","","",""
"1128","","","","","","","","","ENSG00000140519","","",""
"1129","","","","","","","","","ENSG00000140521","","",""
"1130","","","","","","","","","ENSG00000140534","","",""
"1131","","","","","","","","","ENSG00000140612","","",""
"1132","","","","","","","","","ENSG00000140682","","",""
"1133","","","","","","","","","ENSG00000140743","","",""
"1134","","","","","","","","","ENSG00000140839","","",""
"1135","","","","","","","","","ENSG00000140854","","",""
"1136","","","","","","","","","ENSG00000140937","","",""
"1137","","","","","","","","","ENSG00000140948","","",""
"1138","","","","","","","","","ENSG00000140955","","",""
"1139","","","","","","","","","ENSG00000140961","","",""
"1140","","","","","","","","","ENSG00000140988","","",""
"1141","","","","","","","","","ENSG00000141013","","",""
"1142","","","","","","","","","ENSG00000141034","","",""
"1143","","","","","","","","","ENSG00000141040","","",""
"1144","","","","","","","","","ENSG00000141052","","",""
"1145","","","","","","","","","ENSG00000141141","","",""
"1146","","","","","","","","","ENSG00000141325","","",""
"1147","","","","","","","","","ENSG00000141433","","",""
"1148","","","","","","","","","ENSG00000141504","","",""
"1149","","","","","","","","","ENSG00000141552","","",""
"1150","","","","","","","","","ENSG00000141562","","",""
"1151","","","","","","","","","ENSG00000141568","","",""
"1152","","","","","","","","","ENSG00000141570","","",""
"1153","","","","","","","","","ENSG00000141576","","",""
"1154","","","","","","","","","ENSG00000141622","","",""
"1155","","","","","","","","","ENSG00000141664","","",""
"1156","","","","","","","","","ENSG00000141720","","",""
"1157","","","","","","","","","ENSG00000141965","","",""
"1158","","","","","","","","","ENSG00000141985","","",""
"1159","","","","","","","","","ENSG00000142025","","",""
"1160","","","","","","","","","ENSG00000142046","","",""
"1161","","","","","","","","","ENSG00000142188","","",""
"1162","","","","","","","","","ENSG00000142528","","",""
"1163","","","","","","","","","ENSG00000142549","","",""
"1164","","","","","","","","","ENSG00000142552","","",""
"1165","","","","","","","","","ENSG00000142556","","",""
"1166","","","","","","","","","ENSG00000142599","","",""
"1167","","","","","","","","","ENSG00000142615","","",""
"1168","","","","","","","","","ENSG00000142619","","",""
"1169","","","","","","","","","ENSG00000142669","","",""
"1170","","","","","","","","","ENSG00000142687","","",""
"1171","","","","","","","","","ENSG00000142733","","",""
"1172","","","","","","","","","ENSG00000142784","","",""
"1173","","","","","","","","","ENSG00000142920","","",""
"1174","","","","","","","","","ENSG00000143032","","",""
"1175","","","","","","","","","ENSG00000143106","","",""
"1176","","","","","","","","","ENSG00000143127","","",""
"1177","","","","","","","","","ENSG00000143153","","",""
"1178","","","","","","","","","ENSG00000143162","","",""
"1179","","","","","","","","","ENSG00000143178","","",""
"1180","","","","","","","","","ENSG00000143194","","",""
"1181","","","","","","","","","ENSG00000143207","","",""
"1182","","","","","","","","","ENSG00000143258","","",""
"1183","","","","","","","","","ENSG00000143297","","",""
"1184","","","","","","","","","ENSG00000143333","","",""
"1185","","","","","","","","","ENSG00000143341","","",""
"1186","","","","","","","","","ENSG00000143365","","",""
"1187","","","","","","","","","ENSG00000143390","","",""
"1188","","","","","","","","","ENSG00000143420","","",""
"1189","","","","","","","","","ENSG00000143442","","",""
"1190","","","","","","","","","ENSG00000143457","","",""
"1191","","","","","","","","","ENSG00000143476","","",""
"1192","","","","","","","","","ENSG00000143493","","",""
"1193","","","","","","","","","ENSG00000143494","","",""
"1194","","","","","","","","","ENSG00000143502","","",""
"1195","","","","","","","","","ENSG00000143507","","",""
"1196","","","","","","","","","ENSG00000143620","","",""
"1197","","","","","","","","","ENSG00000143621","","",""
"1198","","","","","","","","","ENSG00000143641","","",""
"1199","","","","","","","","","ENSG00000143797","","",""
"1200","","","","","","","","","ENSG00000143811","","",""
"1201","","","","","","","","","ENSG00000143815","","",""
"1202","","","","","","","","","ENSG00000143878","","",""
"1203","","","","","","","","","ENSG00000143889","","",""
"1204","","","","","","","","","ENSG00000143933","","",""
"1205","","","","","","","","","ENSG00000143971","","",""
"1206","","","","","","","","","ENSG00000144040","","",""
"1207","","","","","","","","","ENSG00000144136","","",""
"1208","","","","","","","","","ENSG00000144218","","",""
"1209","","","","","","","","","ENSG00000144283","","",""
"1210","","","","","","","","","ENSG00000144339","","",""
"1211","","","","","","","","","ENSG00000144355","","",""
"1212","","","","","","","","","ENSG00000144407","","",""
"1213","","","","","","","","","ENSG00000144455","","",""
"1214","","","","","","","","","ENSG00000144485","","",""
"1215","","","","","","","","","ENSG00000144554","","",""
"1216","","","","","","","","","ENSG00000144824","","",""
"1217","","","","","","","","","ENSG00000144840","","",""
"1218","","","","","","","","","ENSG00000144868","","",""
"1219","","","","","","","","","ENSG00000144908","","",""
"1220","","","","","","","","","ENSG00000145088","","",""
"1221","","","","","","","","","ENSG00000145284","","",""
"1222","","","","","","","","","ENSG00000145287","","",""
"1223","","","","","","","","","ENSG00000145293","","",""
"1224","","","","","","","","","ENSG00000145335","","",""
"1225","","","","","","","","","ENSG00000145354","","",""
"1226","","","","","","","","","ENSG00000145451","","",""
"1227","","","","","","","","","ENSG00000145526","","",""
"1228","","","","","","","","","ENSG00000145569","","",""
"1229","","","","","","","","","ENSG00000145675","","",""
"1230","","","","","","","","","ENSG00000145743","","",""
"1231","","","","","","","","","ENSG00000145781","","",""
"1232","","","","","","","","","ENSG00000145819","","",""
"1233","","","","","","","","","ENSG00000145882","","",""
"1234","","","","","","","","","ENSG00000145912","","",""
"1235","","","","","","","","","ENSG00000146047","","",""
"1236","","","","","","","","","ENSG00000146215","","",""
"1237","","","","","","","","","ENSG00000146233","","",""
"1238","","","","","","","","","ENSG00000146278","","",""
"1239","","","","","","","","","ENSG00000146282","","",""
"1240","","","","","","","","","ENSG00000146410","","",""
