Gene,Adult.CD14+.DC,Adult.cDC1,Adult.cDC2,Fetal.CD14+.DC,Fetal.cDC1,Fetal.cDC2
LOC651907,-0.460543033,-0.081508525,-1.0543970177,0.4977068583,1.8813843824,0.081508525
LOC651919,0.2028909096,2.1039193742,1.0912034566,-0.2543604662,-0.4881669505,-0.2028909096
LOC651979,0.5049006335,0.770025583,0.1631327759,-0.1631327759,-1.8010874409,-1.1504295489
LOC651991,-0.3053262104,-0.1717856714,-0.4714988925,2.1184036817,1.0411881688,0.1717856714
LOC652044,-1.1497749688,-0.6163826398,-0.9424696163,1.1864807197,0.7901917985,0.6163826398
LOC652076,-1.7632805038,-0.4075070418,-0.9106742734,0.5722799647,0.8215796723,0.4075070418
LOC652077,-0.5301193425,-0.7486539169,-0.6875440613,0.8332063185,1.7069358957,0.5301193425
LOC652082,0.2932833019,0.1854916132,0.8988516279,-0.1854916132,-1.7940920944,-1.1543781376
LOC652119,0.6520569412,-0.2770035052,1.4940728346,-1.0769655034,0.2770035052,-1.0147634075
LOC652155,0.2678224932,-0.3652863956,-0.3944284444,1.5123225432,-0.2678224932,1.8453484245
LOC652175,0.7465125634,0.3319224075,1.4213188865,-1.0583720203,-1.0406081852,-0.3319224075
LOC652204,0.6789041421,-0.0508076131,1.6881540643,-0.3176443772,-1.2953504683,0.0508076131
LOC652234,-0.5496288025,-1.5109444986,-0.7904538575,1.0589797823,0.6517351809,0.5496288025
LOC652287,-1.1330488232,-1.1297260607,-0.4926784036,1.1918270683,0.7429245099,0.4926784036
LOC652438,-0.708015817,-0.4634922999,-0.9711901821,1.5242292866,0.4634922999,0.9533104923
LOC652448,-0.8720420817,-0.7322136598,-1.056001652,0.7322136598,0.8176803868,1.1765450349
LOC652491,0.419841561,1.3739636649,0.4362367176,-0.8314025508,-0.419841561,-1.3802225423
LOC652513,0.5196645811,1.5809651836,0.3773951411,-0.3773951411,-0.6606848368,-1.2314164712
LOC652614,-0.5018591458,-1.0304863489,-0.7631452702,1.2224093175,1.1924872279,0.5018591458
LOC652662,-2.2098150404,-0.5107780224,-0.3044744398,0.4271430017,0.3462537793,0.3044744398
LOC652680,-0.9065943392,-0.748794779,-0.3721582453,0.3721582453,1.6520714114,0.8556437519
LOC652698,-0.6357840588,-0.5885826059,-0.8049620366,1.7384617911,0.5885826059,0.6077401588
LOC652789,1.3770242893,0.5600571866,0.8669206889,-1.1416061226,-0.5600571866,-0.6726325632
LOC653047,-1.1792266683,-0.1665752133,-1.6741061217,1.0018952884,0.3506024084,0.1665752133
LOC653073,0.1732948959,1.0660845029,1.6217715909,-0.8696658278,-0.1732948959,-0.7737816658
LOC653162,-1.7383551424,0.1368684447,-0.952830759,-0.1368684447,0.4788224987,1.0200217835
LOC653203,0.9691784895,0.3229099946,0.600186825,-1.4870076318,-1.2238954875,-0.3229099946
LOC653216,0.7732763253,0.5975149552,1.3855512982,-0.7486621802,-1.1059703711,-0.5975149552
LOC653232,0.4029401093,1.5312841592,0.8501683542,-0.9967626365,-0.8171910411,-0.4029401093
LOC653264,-0.7822919559,0.3077290592,-1.7641070305,-0.0891479632,1.1650954773,0.0891479632
LOC653270,0.2639177773,1.0126879185,1.405029703,-0.7813744535,-0.2639177773,-1.136709761
LOC653338,-0.5419745324,-0.5754557176,-0.49960258,0.49960258,1.9598314313,0.6292155942
LOC653349,-1.0763170442,-0.6785513923,-0.9014627,1.0921157301,0.9571719277,0.6785513923
LOC653352,-0.160495861,-1.1941244117,-1.3294846674,0.160495861,1.0634700141,0.8307111484
LOC653380,-1.2813933473,-0.4782076799,-1.6409129413,0.4782076799,0.611706185,0.5780688558
LOC653419,-1.1234953877,-1.5198548096,-0.5055815158,0.5055815158,0.5558207309,0.9147973618
LOC653427,-0.9743026655,-0.1863750789,-1.4218844466,0.970858032,0.1863750789,1.0218029037
LOC653438,0.9604087488,0.4500574868,0.788580576,-0.4500574868,-1.6769274622,-0.5218022447
LOC653468,-0.1937281462,-0.54320908,-1.3100867409,1.6645281296,0.3865221147,0.1937281462
LOC653472,-0.4485584395,-0.4247702379,-0.7035055017,1.3515834091,0.4247702379,1.6364751137
LOC653544,0.5112727634,0.9770064883,0.2539386229,-0.2539386229,-1.6889511842,-1.0263919048
LOC653598,1.4529462465,0.5130714074,0.8030390066,-0.5130714074,-1.155792242,-0.645169058
LOC653629,0.4127570625,0.1166970595,0.403472169,-0.1166970595,-0.7376388434,-2.2015044106
LOC653658,-2.1503613657,0.1272505647,-1.2425070843,-0.1272505647,0.235506123,0.3096296346
LOC653687,-1.2133697381,-0.2217380125,-0.3428818788,1.085809099,1.5222452131,0.2217380125
LOC653695,1.7905651549,0.419977073,0.950806149,-0.7289543567,-0.419977073,-0.5868633945
LOC653765,0.1947699301,1.2405196727,0.9773735999,-0.1947699301,-1.3463160364,-0.7865239624
LOC653857,-0.4376470688,-1.111506264,-0.8655131291,1.5148136227,0.5832251464,0.4376470688
LOC653878,-0.669802814,-1.0844810891,-0.345036084,0.345036084,1.3708140999,1.1662591426
LOC653884,-0.5432451062,-0.7173334617,-0.6141412438,1.1867654393,0.5432451062,1.563719577
LOC653895,-0.6505252629,-0.4914356554,-0.460208881,1.8620644684,0.9550564852,0.460208881
LOC653981,0.4027359069,0.5083442305,1.2675594373,-0.4027359069,-1.4250591635,-0.9122637219
LOC654046,0.4527881981,1.9216658377,0.2283637579,-0.6569087692,-0.2283637579,-0.8344619793
LOC654161,-1.8094033347,-0.048135058,-1.6161759868,0.4344079424,0.048135058,0.3248768343
LOC654189,0.60165268,0.842907449,1.0065962467,-1.2001687301,-0.60165268,-1.0682421835
LOC654191,1.1964007816,0.447570012,0.5188588328,-0.447570012,-1.4164830087,-0.9853488238
LOC654201,1.0880625152,0.6661908038,0.8626102728,-0.6661908038,-1.2741309611,-0.7495883532
LOC727721,-0.3947247643,-1.5514796765,-0.8699096968,0.3947247643,0.9495293287,0.831445617
LOC727732,-0.8824507206,-0.091735074,-0.8041320319,1.4473659511,0.091735074,1.2822988093
LOC727735,-0.1392989302,0.6403278072,0.5702294323,0.1392989302,-1.7305446292,-1.3459167862
LOC727768,1.6938610549,0.3259264829,1.6108981492,-0.3259264829,-0.4438236274,-0.3849315592
LOC727804,0.5658475692,0.2207607057,1.7112355217,-0.6980170765,-0.2207607057,-1.0978972324
LOC727820,1.0929351195,0.6620305944,1.1207370249,-0.6620305944,-0.7554866132,-1.0621900536
LOC727849,-0.9953718794,-0.9123123558,-0.3018720026,0.3018720026,1.1200758874,1.3381372342
LOC727851,-0.8301065681,-0.3710421154,-1.7306773017,0.8099935857,0.3710421154,0.7438063166
LOC727880,-0.9002647657,-0.8616861885,-0.714773214,1.1863129601,0.714773214,1.0254786349
LOC727896,-0.6045440731,-1.0973377589,-0.4314496838,0.9822993605,0.4314496838,1.4796818797
LOC727913,-0.1527046763,1.6172909887,1.7694532913,-0.4168608698,0.1527046763,-0.3840024471
LOC727963,-1.1906630662,-1.2357578422,-0.6338417978,0.773524551,0.6338417978,0.8693138296
LOC728031,-1.7542405286,0.3493640522,-0.9724119049,-0.3371309,0.3371309,0.9769825612
LOC728044,-0.4273562193,-0.5318642565,-1.7158058504,1.0966889265,0.4273562193,0.5208741634
LOC728115,-0.0794873616,1.9981069758,1.1791459368,-0.7303733509,-0.0758645895,0.0758645895
LOC728128,-1.7176159075,0.0775118972,-1.1367293736,-0.0775118972,0.2538107433,1.0421076053
LOC728153,-0.5038891861,0.0280452765,-0.0280452765,1.3854748624,2.0498302406,-0.0541708982
LOC728179,0.91978263,0.7745909019,0.388808124,-0.9577817204,-1.5648146965,-0.388808124
LOC728244,-2.045152447,0.2665621706,-0.8012978276,-0.2665621706,0.4712447554,0.5866996049
LOC728285,0.4071753004,1.3386214229,0.3056159322,-1.6447848395,-0.4071929108,-0.3056159322
LOC728312,1.478429139,0.2349244996,1.5356698762,-0.5389030451,-0.2349244996,-0.7445520922
LOC728316,1.5230592467,0.5315240006,0.9138901779,-0.883401828,-0.7750324305,-0.5315240006
LOC728324,0.7685069293,0.6651270289,0.5484370006,-1.472961319,-1.2059294749,-0.5484370006
LOC728368,-1.75964171,0.3646268136,-1.5548385317,0.0895683613,-0.0895683613,0.5471137684
LOC728417,1.192323328,1.2777548819,0.5935257392,-0.9042621387,-0.7340203888,-0.5935257392
LOC728419,0.7108729302,0.5197058817,0.5920493993,-0.5759471684,-0.5197058817,-1.8679401754
LOC728431,1.9145068669,0.0718883411,0.2542471301,-0.0718883411,-0.6421705207,-0.9501008914
LOC728440,0.8343075619,0.494818898,0.9225341488,-0.494818898,-0.6124421911,-1.6204490881
LOC728452,-0.7572961792,-0.4611676756,-1.0630553208,1.6187896953,0.4611676756,0.516869821
LOC728457,0.8992991558,0.3314403492,0.8459434537,-0.468402277,-0.3314403492,-1.7533924007
LOC728500,-0.965862813,-0.5362441861,-1.4505631496,0.6068947049,0.5362441861,1.0555927064
LOC728553,-1.6230873177,-0.2210203257,-1.4532968334,0.2210203257,0.3485327972,0.8061288358
LOC728556,-1.7869272242,0.10261807,-0.314043518,-0.10261807,0.8150707364,1.0172960264
LOC728602,0.793667746,0.9814975065,0.7163405039,-0.7163405039,-1.368970957,-0.7232863415
LOC728612,-0.7230687274,-0.2698342564,-0.6509835305,0.4533774776,1.9713459498,0.2698342564
LOC728613,1.558060475,0.33407086,0.8107965748,-0.5293653816,-0.33407086,-1.2151498666
LOC728643,-1.725934359,-0.0036531302,-1.2349583786,0.0036531302,0.482987527,0.8419065711
LOC728654,-0.5082601276,-0.5663217782,-0.8845353471,1.2031378299,1.4781809122,0.5082601276
LOC728690,-1.0869156667,-1.1127975607,-0.0767275123,1.0696199716,0.0767275123,1.1937800542
LOC728728,0.5501823221,0.5008506547,0.5603940894,-0.5008506547,-1.1075810478,-1.7842777759
LOC728734,0.2047271718,1.4238375667,2.0541205699,-0.2873338771,-0.2047271718,-0.2264476767
LOC728741,-0.9273446628,-0.6690055838,-0.951994274,1.3357776471,0.7492329773,0.6690055838
LOC728748,0.1404652696,0.2542228522,0.4843716901,-1.6473792742,-1.7739679706,-0.1404652696
LOC728802,0.7494920913,1.4317760196,0.6622306524,-0.6622306524,-0.7368354463,-1.0005462868
LOC728820,0.3096297064,1.934194229,0.6518885384,-0.3096297064,-0.9079250528,-0.3406296515
LOC728823,0.3602173331,2.0187348464,0.5749121649,-0.6600425964,-0.4942659815,-0.3602173331
LOC728846,2.0167171326,0.0203209432,1.0064772049,-0.0819626216,-0.8156684797,-0.0203209432
LOC728873,-1.5304103023,-0.1873035351,-1.1928447554,0.1873035351,0.9188741539,0.7189176029
LOC728929,-0.8743286477,-0.9694282138,-0.269435144,1.2008818306,1.3374843039,0.269435144
LOC728946,-1.0458532769,-1.6314669843,-0.4246072139,0.915631813,0.5418109228,0.4246072139
LOC728991,-1.2049214114,-0.8674072787,-0.6320077744,1.1524506011,0.6320077744,0.8188169449
LOC729003,-0.4865580528,-0.4373132625,-0.7356921061,0.4373132625,1.1381913832,1.7309180265
LOC729009,1.0885412379,0.1110012827,0.6305797104,-0.1110012827,-1.6810816047,-0.8172984309
LOC729021,0.6241772548,0.6810573465,0.4509834095,-0.4509834095,-0.9978562874,-1.7593935877
LOC729028,1.6292869369,0.4582524018,1.058849384,-0.4662127475,-0.4582524018,-0.9300851084
LOC729086,-0.0408509971,1.757935289,0.7900496787,-0.9543931577,0.0408509971,-0.708426081
LOC729090,-0.5362848246,-0.4629361164,-0.4236472075,0.4236472075,1.8084484793,1.2570817921
LOC729102,-0.9784157773,-0.3284012762,-0.8785415999,0.3284012762,1.1462352212,1.3447351638
LOC729141,-1.0667636195,-0.882904844,-0.1375923033,1.6419663157,0.6025504134,0.1375923033
LOC729143,0.9407812966,0.4800027643,1.3090597232,-0.9459048168,-0.4800027643,-1.0287717013
LOC729157,-0.9669022893,-1.0041290575,-0.5253012459,1.486734,0.5432712657,0.5253012459
LOC729200,-1.0768629623,-0.6798812983,-0.8831322996,0.6798812983,1.2553181292,0.7486420299
LOC729342,-0.4931842355,-0.737764616,-0.2873541381,1.748518514,0.2873541381,1.2225777683
LOC729374,0.5619363937,0.6157911856,0.1268084317,-0.1268084317,-1.7717083642,-1.3210340978
LOC729397,-1.2806867448,-1.4244290332,-0.3570835358,1.0270726617,0.5016107572,0.3570835358
LOC729402,-2.1294220166,0.2909235822,-1.0192871921,-0.2629733829,0.4306744058,0.2629733829
LOC729406,0.6787605939,1.2379258862,0.396259642,-1.3600766861,-0.396259642,-0.9307535371
LOC729423,-1.0420609663,-0.2738914806,-0.807886696,0.2738914806,0.9645608376,1.4978432776
LOC729446,0.1599429065,1.3002207612,1.8015310039,-0.4967776186,-0.1599429065,-0.6399385569
LOC729486,0.9582429532,0.7137128432,0.8683082589,-0.7137128432,-0.9155367742,-1.2192910474
LOC729495,1.0073182796,0.6500488091,0.5888840069,-0.5888840069,-1.5652740004,-0.6921793388
LOC729524,0.5110696636,0.2612620635,0.3967826621,-2.1572442041,-0.6020414799,-0.2612620635
LOC729549,-0.289887438,-0.5088151328,-1.3951759565,1.269282022,1.0198882662,0.289887438
LOC729570,-0.553468471,-0.946958355,-0.1400895589,1.0550603301,0.1400895589,1.7056557566
LOC729591,-0.1183609979,-1.3824301428,-0.7429041405,0.3495674242,0.1183609979,1.5477183181
LOC729608,-1.0244960114,-0.5569309455,-1.132170254,0.6446236445,0.5569309455,1.2812464447
LOC729652,1.0132179945,0.5172864475,1.2019481782,-0.5172864475,-0.7907504554,-1.1741761752
LOC729660,0.5009550848,0.2784085546,0.1262718586,-0.1262718586,-0.8357915513,-2.1861601497
LOC729687,0.3818639566,1.3703190396,0.8744933077,-0.7549521634,-1.2277399647,-0.3818639566
LOC729706,-0.8185897607,-1.2705742169,-0.2495376085,0.800522613,1.3971904996,0.2495376085
LOC729708,0.9146168893,0.673738316,0.68262505,-0.673738316,-1.4736157003,-0.8386396625
LOC729769,-1.530712383,-0.1423937539,-1.3211819772,0.6974751586,0.1423937539,0.8241916047
LOC729815,0.3914496591,1.2283522196,0.6117909299,-1.6225450857,-0.4304604373,-0.3914496591
LOC729816,-1.4213259699,-0.6787910116,-0.6981168042,0.6787910116,1.0331572502,0.7247876613
LOC729862,-0.4730721366,-1.2054316454,-0.7382164234,0.4730721366,0.8138370039,1.3792818833
LOC729954,-0.1125027818,-0.7312145624,-1.3704067905,0.1125027818,1.0583214987,1.2025723685
LOC730004,-1.8928525206,-0.0418847069,-1.4147373089,0.0418847069,0.5029616363,0.3765197052
LOC730029,0.9739043595,0.5434739501,1.3723843566,-0.5434739501,-0.8746290292,-0.928218241
LOC730038,0.0058443108,1.4041258624,1.6363604182,-0.6346341626,-0.6706374743,-0.0058443108
LOC730100,-0.6647824551,-0.421583298,-0.7782117206,1.5678221161,0.421583298,1.1956249235
LOC730183,-0.6185084554,-0.9674796883,-0.8876593454,0.6185084554,0.8050248138,1.3711494595
LOC730246,-1.1150128655,-0.2830905272,-1.1563936536,0.2830905272,1.1347732447,0.9875295133
LOC730254,-0.6990953301,-1.0166561712,-0.8863903647,1.2735561256,0.6990953301,0.7644233566
LOC730259,-1.5077092777,-0.5372375597,-1.0562753333,0.5372375597,0.5899211053,0.9311851258
LOC730278,1.3164114746,0.0700309292,0.9658407204,-0.0700309292,-1.5010667451,-0.3253261623
LOC730284,0.5902472945,0.4508591324,0.7261556504,-0.4508591324,-1.0278168793,-1.7349368085
LOC730288,0.162503645,1.8467960955,0.3409466723,-0.162503645,-0.9211726786,-0.7816152745
LOC730316,-0.3865865861,-1.8360698846,-0.88710763,0.3865865861,0.7210273657,0.5944546688
LOC730387,1.3320446873,0.2056694377,1.1986381177,-0.9508217716,-0.2056694377,-0.9327650344
LOC730393,-1.383148347,-1.2467013093,-0.3178625318,0.9908405861,0.3178625318,0.7033538852
LOC730415,0.1292560208,0.8945423063,0.6169931958,-1.9480777184,-0.1292560208,-0.2732317983
LOC730534,-1.0497596935,-0.3101565445,-0.9096310512,0.3101565445,1.2988737958,1.1064595662
LOC730686,-0.7697447174,-0.9647743911,-1.044747971,0.8603155229,1.0271505961,0.7697447174
LOC730740,-1.8537051244,-0.3926823546,-0.4060301864,0.3926823546,0.7060227114,0.8249622494
LOC730809,-1.1903932466,-0.5862790382,-0.7427395277,0.5862790382,1.3889335279,0.6453086059
LOC730818,-0.4756841749,-1.1673071321,-0.8722326861,0.9770912747,1.2137383325,0.4756841749
LOC730877,-0.5138616152,-0.0909146962,-0.8921205027,0.0909146962,1.3109919274,1.6082601757
LOC731039,-0.3009018398,-1.042504576,-0.27688598,0.27688598,1.4663031705,1.3761501414
LOC731109,-0.8617458195,-0.7459697005,-0.3333102572,1.7573813774,0.3333102572,0.7182550976
LOC731275,0.6504186095,0.230458231,0.9111680914,-0.3389445901,-0.230458231,-1.8977863055
LOC731365,-1.415037012,-0.1228008618,-0.9616723198,0.1228008618,1.0689984365,0.9592577557
LOC731431,-0.9953593208,-0.3442473561,0.1922388642,1.6967333849,1.1466624706,-0.1922388642
LOC731932,0.6194759989,0.6221204799,0.9824228159,-1.3869582123,-0.6194759989,-1.0332147405
LOC731950,-0.7571566018,-0.9997487491,-0.8915993772,0.9087970034,1.1116870534,0.7571566018
LOC732165,1.1749761307,0.6788451995,0.7306751938,-0.7156517455,-1.2857896848,-0.6788451995
LOC732300,-0.8281326153,-0.5179152429,-0.6525247423,1.1274665458,0.5179152429,1.5189668348
LOC732424,-1.2459576125,-0.7508865539,-0.7294344578,0.7294344578,0.821993054,1.0703997026
LOC732443,-0.6721884598,-1.0557300607,-0.8041014588,1.2191958591,0.9287500599,0.6721884598
LOC90342,-0.3102377949,-1.0079515921,-0.70340197,1.7768937547,0.4233839927,0.3102377949
LOC90499,-0.7551712702,-0.5057920277,-0.7228149705,1.2089873596,1.4752883303,0.5057920277
LOC90586,-0.5999597548,-0.5891155273,-1.143404348,0.8817200792,0.5891155273,1.3805844706
LOC90925,0.6663331478,0.548770282,1.1957394929,-1.1062297408,-0.548770282,-1.1516399316
LOC91431,-0.8761608506,-0.5865105867,-0.5938472578,0.5865105867,1.5090795391,1.0554874346
LOH12CR1,-1.1824738314,-0.2360581189,-1.0226812644,1.4390323248,0.2360581189,0.614374237
LOR,0.732340122,0.3685972672,1.3854480095,-1.1583035575,-0.9647908734,-0.3685972672
LRCH4,1.0063639729,0.1560490824,1.4753108714,-0.1560490824,-1.0391404531,-0.8595462393
LRFN3,1.2281052945,1.7059197113,0.1723796768,-0.7791473514,-0.1723796768,-0.5752817507
LRP8,0.041007094,1.9905694939,1.2299144397,-0.4606099831,-0.4477049701,-0.041007094
LRPAP1,1.7790039321,-0.0589425099,1.0123841394,-0.2760331233,-1.0432081868,0.0589425099
LRPPRC,-0.3945954654,-0.1643245643,0.0410436053,-0.0410436053,1.7602455501,1.7910435817
LRRC16B,-1.338783258,-0.6350919011,-0.307497244,1.2817917196,0.307497244,0.9936687012
LRRC29,1.2466999978,0.3134886133,1.79849054,-0.5731132121,-0.3134886133,-0.5496507274
LRRC3,0.8696506226,1.5635675851,-0.035407137,-0.9578834363,-0.9607540827,0.035407137
LRRC32,-0.6826940117,-0.3383694441,-1.1520362751,1.5922580139,0.6897953452,0.3383694441
LRRC37B,-0.870864626,-1.2083192998,-0.4505888458,0.4786148758,1.4660969439,0.4505888458
LRRC4,0.9123381421,0.4786385659,1.1971477466,-0.4786385659,-0.7936991863,-1.283162354
LRRC40,0.7680419834,0.5490345648,1.3073104665,-0.6992652984,-0.5490345648,-1.2692918748
LRRC46,1.9463555542,0.3773159195,0.8597305942,-0.6088570425,-0.5296888484,-0.3773159195
LRRC8D,-0.0905069952,1.216315468,1.6456523844,-1.0295836776,-0.3328133909,0.0905069952
LRRFIP1,-0.5584518874,-0.3841482343,-1.03410838,0.3841482343,0.8629726252,1.6491923255
LRRIQ3,-0.2586202503,-0.9740882567,-0.1605738859,1.9366955606,0.1605738859,0.7215171869
LRRK2,-1.358271206,-0.2683403147,-1.4844865758,0.2756725259,1.0547828936,0.2683403147
LRRN2,0.5758580803,0.8935409676,1.264012684,-1.0680418426,-0.8977993379,-0.5758580803
LRRTM4,-1.7173521873,-0.1571830694,-1.3514805101,0.7382583268,0.1571830694,0.4608666034
LRSAM1,0.7108623409,1.1302045277,0.971075073,-0.7827113559,-0.7108623409,-1.0797539998
LRTM1,1.453660459,0.5559841076,1.2719801918,-0.5559841076,-0.76623269,-0.606984394
LRTM2,1.6564804464,0.2486759593,1.0299080248,-0.7436917196,-0.2486759593,-0.8476253405
LSM14B,-1.0236113919,-0.9328329468,-0.5466013281,0.5466013281,0.6565467919,1.4340297319
LST1,0.9866633697,0.5532256394,0.9356132836,-1.3912137033,-0.5532256394,-0.7836880553
LY6E,1.2318102391,1.0996660278,0.7359745566,-0.7359745566,-0.8045227182,-0.795039219
LY86,-1.2639139488,-0.3665643275,-1.6015426583,0.7773002629,0.3665643275,0.5844031713
LY9,0.4038438366,1.1217681598,0.449765466,-0.4038438366,-1.36045233,-1.2405532695
LYL1,-0.1350325001,-1.2821650212,-1.074714005,1.1373777522,0.1350325001,0.9401860431
LYPD2,-1.2216774338,-0.5448878484,-1.003407161,1.1928251246,0.7081974994,0.5448878484
LYPD6,-0.6089724226,-1.044728697,-0.5051787679,1.1736958245,0.5051787679,1.3305202305
LYPLA2,0.8283078379,0.6380726479,0.5624065286,-1.613268239,-0.5624065286,-0.9299427106
LYST,0.2572870345,0.5211076462,1.7549744292,-0.6604572301,-1.0633655559,-0.2572870345
LYVE1,0.0861245163,-0.0942610765,-0.1651006141,2.4184254699,0.6294527298,-0.0861245163
LYZ,0.1713828535,1.1966569338,0.6934127,-0.9905766136,-0.1713828535,-1.4482373939
LYZL1,-0.9538203417,0.0077593831,-1.6498638888,0.1874791279,1.2489886932,-0.0077593831
LYZL4,0.8260613387,0.3363636558,0.9073750869,-0.3363636558,-1.586811982,-0.9220990408
LZTR1,1.1078930252,1.415326468,0.5373106912,-0.5373106912,-0.6067986758,-0.9842015263
LZTS2,1.9765246899,-0.0783570019,0.6372125202,0.0783570019,-0.576635993,-0.778738896
M6PR,-0.0818236721,-0.9535123268,-0.2357595979,1.5378729852,1.4900410136,0.0818236721
MAB21L1,1.7436668613,0.2103319135,1.0687311753,-0.5208823799,-0.2103319135,-0.8868440895
MACC1,-0.9729892625,0.056199388,-1.5187637045,0.7883521273,1.0872474646,-0.056199388
MAD2L2,0.9474154668,0.1049513517,0.8910857053,-0.7799902541,-1.6544312209,-0.1049513517
MAEA,0.298886797,1.6327169918,1.116547334,-0.298886797,-0.6301136217,-0.8769422786
